type,title,description,published,link
alerte,[MàJ] Multiples vulnérabilités dans Fortinet FortiManager (23 octobre 2024),"**[Mise à jour du 14 janvier 2025]** **Publication des correctifs** Le 14 janvier 2025, Fortinet a publié un avis de sécurité relatif à la vulnérabilité CVE-2024-50566 qui correspond à la vulnérabilité de type jour-zéro pour laquelle une preuve de concept a été publiée en novembre 2024. Des...","Wed, 23 Oct 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-014/
alerte,[MàJ] Multiples vulnérabilités sur l'interface d'administration des équipements Palo Alto Networks (15 novembre 2024),"Le 8 novembre 2024, Palo Alto Networks a publié un avis de sécurité relatif à une vulnérabilité critique dans certains pare-feux Palo Alto Networks. Elle permet à un attaquant non authentifié d'exécuter du code arbitraire à distance sur l'interface d'administration des équipements. L'éditeur...","Fri, 15 Nov 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-015/
alerte,[MàJ] Vulnérabilité dans les produits Ivanti (09 janvier 2025),"Une vulnérabilité jour-zéro de type débordement de pile a été découverte dans Ivanti Connect Secure (ICS), Policy Secure (IPS), Neurons for Zero Trust Access (ZTA) gateways. Cette vulnérabilité, d'identifiant CVE-2025-0282, permet à un attaquant non authentifié de provoquer une exécution de code...","Thu, 09 Jan 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-001/
alerte,[MàJ] Vulnérabilité dans les produits Fortinet (14 janvier 2025),"\[Mise à jour du 28 janvier 2025\] Une preuve de concept permettant l'exploitation de cette vulnérabilité est disponible publiquement. Le 14 janvier 2025, Fortinet a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-55591 affectant FortiOS et FortiProxy. Elle permet à un...","Tue, 14 Jan 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-002/
alerte,[MàJ] Vulnérabilité dans les produits Ivanti (03 avril 2025),**\[Mise à jour du 11 avril 2025\]** Le CERT-FR a connaissance d'une preuve de concept publique permettant de provoquer une exécution de code arbitraire à distance. **[Mise à jour du 04 avril 2025]** Le CERT-FR a connaissance d'une preuve de concept publique permettant de provoquer un arrêt du...,"Thu, 03 Apr 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-003/
alerte,Activités de post-exploitation dans Fortinet FortiGate (11 avril 2025),Fortinet a publié le 10 avril 2025 un billet de blogue [1] indiquant l'utilisation d'une technique de post-exploitation qui permet une atteinte à la confidentialité des données de l'ensemble du système des équipements Fortigate affectés. Cette technique repose sur l'utilisation d'un lien...,"Fri, 11 Apr 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-004/
alerte,Vulnérabilité dans SAP NetWeaver (28 avril 2025),"Le 24 avril 2025, SAP a publié un bulletin de sécurité relatif à la vulnérabilité CVE-2025-31324 qui permet l'exécution de code arbitraire à distance pour un utilisateur non authentifié. Cette vulnérabilité est provoquée par un contournement de la politique de sécurité qui permet de télécharger...","Mon, 28 Apr 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-005/
alerte,Vulnérabilité dans les produits Fortinet (13 mai 2025),"Le 13 mai 2025, Fortinet a publié un avis de sécurité concernant la vulnérabilité CVE-2025-32756. Celle-ci permet à un attaquant non authentifié d'exécuter du code arbitraire à distance. L'éditeur indique que cette vulnérabilité est activement exploitée. Les exploitations constatées jusqu'ici...","Tue, 13 May 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-006/
alerte,Multiples vulnérabilités dans Ivanti Endpoint Manager Mobile (EPMM) (14 mai 2025),"[Mise à jour du 15 mai 2025] Une preuve de concept est publiquement disponible sur Internet. [Publication initiale] Le 13 mai 2025, Ivanti a publié deux avis de sécurité concernant les vulnérabilités CVE-2025-4427 et CVE-2025-4428. L'utilisation combinée de ces deux vulnérabilités permet...","Wed, 14 May 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-007/
alerte,[MàJ] Vulnérabilité dans Roundcube (05 juin 2025),"[Mise à jour du 06 juin 2025] Une preuve de concept est publiquement disponible. [Publication initiale] Le 01 juin 2025, Roundcube a publié des correctifs concernant une vulnérabilité critique affectant son portail de messagerie ainsi que tous les produits l'incluant (par exemple cPanel et...","Thu, 05 Jun 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-008/
