id_ansi,titre,type_bulletin,date_pub,cve_id,cvss_score,base_severity,cwe_id,epss_score,lien_bulletin,description,vendor,produit,versions
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43579,5.5,Moyenne,CWE-200,0.000650000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by an Information Exposure vulnerability that could result in a Security feature bypass. An attacker could leverage this vulnerability to gain unauthorized access to sensitive information. Exploitation of this issue does not require user interaction.",Adobe,Acrobat Reader,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43585,8.2,Critique,CWE-285,0.001020000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495,"Adobe Commerce versions 2.4.8, 2.4.7-p5, 2.4.6-p10, 2.4.5-p12, 2.4.4-p13 and earlier are affected by an Improper Authorization vulnerability that could result in a Security feature bypass. An attacker could leverage this vulnerability to bypass security measures and gain unauthorized access leading to a limited impact to confidentiality and a high impact to integrity. Exploitation of this issue does not require user interaction.",Adobe,Adobe Commerce,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43586,8.1,Critique,CWE-284,0.000520000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495,"Adobe Commerce versions 2.4.8, 2.4.7-p5, 2.4.6-p10, 2.4.5-p12, 2.4.4-p13 and earlier are affected by an Improper Access Control vulnerability that could result in privilege escalation. A low privileged attacker could leverage this vulnerability to bypass security measures and gain unauthorized elevated access. Exploitation of this issue does not require user interaction.",Adobe,Adobe Commerce,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-47110,9.1,Critique,CWE-79,0.001270000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495,"Adobe Commerce versions 2.4.8, 2.4.7-p5, 2.4.6-p10, 2.4.5-p12, 2.4.4-p13 and earlier are affected by a stored Cross-Site Scripting (XSS) vulnerability that could be abused by a high privileged attacker to inject malicious scripts into vulnerable form fields. Malicious JavaScript may be executed in a victim’s browser when they browse to the page containing the vulnerable field.",Adobe,Adobe Commerce,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-47111,5.5,Moyenne,CWE-476,0.000190000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by a NULL Pointer Dereference vulnerability that could lead to application denial-of-service. An attacker could exploit this vulnerability to crash the application, causing a disruption in service. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",Adobe,Acrobat Reader,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-47112,5.5,Moyenne,CWE-125,0.000240000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by an out-of-bounds read vulnerability that could lead to disclosure of sensitive memory. An attacker could leverage this vulnerability to bypass mitigations such as ASLR. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",Adobe,Acrobat Reader,0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-29184,3.1,Moyenne,CWE-459,0.000160000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,An incomplete cleanup vulnerability [CWE-459] in FortiOS 7.2 all versions and before  & FortiProxy version 7.2.0 through 7.2.2 and before 7.0.8 allows a VDOM privileged attacker to add SSH key files on the system silently via crafted CLI requests.,Fortinet,FortiProxy; FortiOS,1.1.0; 1.2.0; 2.0.0; 6.2.0; 6.4.0; 7.0.0; 7.2.0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-48786,4.1,Moyenne,CWE-918,0.000330000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,A server-side request forgery vulnerability [CWE-918] in Fortinet FortiClientEMS version 7.4.0 through 7.4.2 and before 7.2.6 may allow an authenticated attacker to perform internal requests via crafted HTTP or HTTPS requests.,Fortinet,FortiClientEMS,6.4.0; 6.4.7; 7.0.0; 7.2.0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-32119,4.6,Moyenne,CWE-1390,0.000120000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,An improper authentication vulnerability [CWE-287] in Fortinet FortiClientEMS version 7.4.0 and before 7.2.4 allows an unauthenticated attacker with the knowledge of the targeted user's FCTUID and VDOM to perform operations such as uploading or tagging on behalf of the targeted user via specially crafted TCP requests.,Fortinet,FortiClientEMS,6.2.0; 6.2.6; 6.4.0; 6.4.7; 7.0.0; 7.2.0; 7.4.0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-45329,3.9,Moyenne,CWE-639,0.000300000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,"A authorization bypass through user-controlled key in Fortinet FortiPortal versions 7.4.0, versions 7.2.0 through 7.2.5, and versions 7.0.0 through 7.0.8 may allow an authenticated attacker to view unauthorized device information via key modification in API requests.",Fortinet,FortiPortal,7.0.0; 7.2.0; 7.4.0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-50562,4.4,Moyenne,CWE-613,0.000370000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,"An Insufficient Session Expiration vulnerability [CWE-613] in FortiOS SSL-VPN version 7.6.0, version 7.4.6 and below, version 7.2.10 and below, 7.0 all versions, 6.4 all versions may allow an attacker in possession of a cookie used to log in the SSL-VPN portal to log in again, although the session has expired or was logged out.",Fortinet,FortiOS; FortiPAM; FortiProxy,1.0.0; 1.1.0; 1.2.0; 1.3.0; 1.4.0; 2.0.0; 6.4.0; 7.0.0; 7.2.0; 7.4.0; 7.4.6; 7.6.0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-50568,5.6,Moyenne,CWE-300,0.000070000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,"A channel accessible by non-endpoint vulnerability [CWE-300] in Fortinet FortiOS version 7.4.0 through 7.4.3, 7.2.0 through 7.2.7 and before 7.0.14 & FortiProxy version 7.4.0 through 7.4.3, 7.2.0 through 7.2.9 and before 7.0.16 allows an unauthenticated attacker with the knowledge of device specific data to spoof the identity of a downstream device of the security fabric via crafted TCP requests.",Fortinet,FortiOS; FortiProxy,6.4.2; 7.0.0; 7.2.0; 7.4.0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-54019,4.4,Moyenne,CWE-297,0.000210000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,"A improper validation of certificate with host mismatch in Fortinet FortiClientWindows version 7.4.0, versions 7.2.0 through 7.2.6, and 7.0 all versions allow an unauthorized attacker to redirect VPN connections via DNS spoofing or another form of redirection.",Fortinet,FortiClientWindows,7.0.0; 7.2.0; 7.4.0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-22251,3.0,Faible,CWE-923,0.000170000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,"An improper restriction of communication channel to intended endpoints vulnerability [CWE-923] in FortiOS 7.6.0, 7.4.0 through 7.4.5, 7.2 all versions, 7.0 all versions, 6.4 all versions may allow an unauthenticated attacker to inject unauthorized sessions via crafted FGSP session synchronization packets.",Fortinet,FortiOS,6.4.0; 7.0.0; 7.2.0; 7.4.0; 7.6.0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-22254,6.5,Élevée,CWE-269,0.000540000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,"An Improper Privilege Management vulnerability [CWE-269] affecting Fortinet FortiOS version 7.6.0 through 7.6.1, 7.4.0 through 7.4.6, 7.2.0 through 7.2.10, 7.0.0 through 7.0.16 and before 6.4.15, FortiProxy version 7.6.0 through 7.6.1 and before 7.4.7 & FortiWeb version 7.6.0 through 7.6.1 and before 7.4.6 allows an authenticated attacker with at least read-only admin permissions to gain super-admin privileges via crafted requests to Node.js websocket module.",Fortinet,FortiWeb; FortiOS; FortiProxy,6.4.0; 7.0.0; 7.2.0; 7.4.0; 7.6.0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-22256,6.0,Moyenne,CWE-280,0.000230000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,"A improper handling of insufficient permissions or privileges in Fortinet FortiPAM 1.4.0 through 1.4.1, 1.3.0, 1.2.0, 1.1.0 through 1.1.2, 1.0.0 through 1.0.3, FortiSRA 1.4.0 through 1.4.1 allows attacker to improper access control via specially crafted HTTP requests",Fortinet,FortiPAM; FortiSRA,1.0.0; 1.1.0; 1.2.0; 1.3.0; 1.4.0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-24471,6.0,Moyenne,CWE-295,0.000250000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,"An Improper Certificate Validation vulnerability [CWE-295] in FortiOS version 7.6.1 and below, version 7.4.7 and below may allow an EAP verified remote user to connect from FortiClient via revoked certificate.",Fortinet,FortiOS,7.4.0; 7.6.0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-25250,3.9,Moyenne,CWE-200,0.000330000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,"An Exposure of Sensitive Information to an Unauthorized Actor vulnerability [CWE-200] in FortiOS version 7.6.0, version 7.4.7 and below, 7.2 all versions, 7.0 all versions, 6.4 all versions SSL-VPN web-mode may allow an authenticated user to access full SSL-VPN settings via crafted URL.",Fortinet,FortiOS,6.4.0; 7.0.0; 7.2.0; 7.4.0; 7.6.0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-31104,7.0,Élevée,CWE-78,0.002240000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496,"An Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') vulnerability [CWE-78] in FortiADC 7.6.0 through 7.6.1, 7.4.0 through 7.4.6, 7.2.0 through 7.2.7, 7.1.0 through 7.1.4, 7.0 all versions, 6.2 all versions, 6.1 all versions may allow an authenticated attacker to execute unauthorized code via crafted HTTP requests.",Fortinet,FortiADC,6.1.0; 6.2.0; 7.0.0; 7.1.0; 7.2.0; 7.4.0; 7.6.0
CERTFR-2025-AVI-0497,Vulnérabilité dans les processeurs Intel (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-2884,,,Non disponible,0.000120000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0497,TCG TPM2.0 Reference implementation's CryptHmacSign helper function is vulnerable to Out-of-Bounds read due to the lack of validation the signature scheme with the signature key's algorithm. See Errata Revision 1.83 and advisory TCGVRT0009 for TCG standard TPM2.0,Trusted Computing Group,TPM2.0,0
CERTFR-2025-AVI-0493,Multiples vulnérabilités dans les produits Centreon (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2022-46337,,,Non disponible,0.000450000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0493,"A cleverly devised username might bypass LDAP authentication checks. In 
LDAP-authenticated Derby installations, this could let an attacker fill 
up the disk by creating junk Derby databases. In LDAP-authenticated 
Derby installations, this could also allow the attacker to execute 
malware which was visible to and executable by the account which booted 
the Derby server. In LDAP-protected databases which weren't also 
protected by SQL GRANT/REVOKE authorization, this vulnerability could 
also let an attacker view and corrupt sensitive data and run sensitive 
database functions and procedures.

Mitigation:

Users should upgrade to Java 21 and Derby 10.17.1.0.

Alternatively, users who wish to remain on older Java versions should 
build their own Derby distribution from one of the release families to 
which the fix was backported: 10.16, 10.15, and 10.14. Those are the 
releases which correspond, respectively, with Java LTS versions 17, 11, 
and 8.

",Apache Software Foundation,Apache Derby,10.1.1.0; 10.10.1.1; 10.11.1.1; 10.12.1.1; 10.13.1.1; 10.14.2.0; 10.15.1.3; 10.16.1.1; 10.2.1.6; 10.3.1.4; 10.4.1.3; 10.5.1.1; 10.6.1.0; 10.7.1.1; 10.8.1.2; 10.9.1.0
CERTFR-2025-AVI-0493,Multiples vulnérabilités dans les produits Centreon (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-28447,7.1,Élevée,CWE-79,0.004070000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0493,"Smarty is a template engine for PHP. In affected versions smarty did not properly escape javascript code. An attacker could exploit this vulnerability to execute arbitrary JavaScript code in the context of the user's browser session. This may lead to unauthorized access to sensitive user data, manipulation of the web application's behavior, or unauthorized actions performed on behalf of the user. Users are advised to upgrade to either version 3.1.48 or to 4.3.1 to resolve this issue. There are no known workarounds for this vulnerability.",smarty-php,smarty,"< 3.1.48; >= 4.0.0, < 4.3.1"
CERTFR-2025-AVI-0493,Multiples vulnérabilités dans les produits Centreon (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-55573,9.1,Critique,Non disponible,0.000280000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0493,"An issue was discovered in Centreon centreon-web 24.10.x before 24.10.3, 24.04.x before 24.04.9, 23.10.x before 23.10.19, 23.04.x before 23.04.24. A user with high privileges is able to inject SQL into the form used to create virtual metrics.",n/a,n/a,n/a
CERTFR-2025-AVI-0489,Multiples vulnérabilités dans Google Chrome (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-5958,,,CWE-416,0.001290000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0489,Use after free in Media in Google Chrome prior to 137.0.7151.103 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Google,Chrome,137.0.7151.103
CERTFR-2025-AVI-0489,Multiples vulnérabilités dans Google Chrome (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-5959,,,CWE-843,0.002320000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0489,Type Confusion in V8 in Google Chrome prior to 137.0.7151.103 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Google,Chrome,137.0.7151.103
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2021-41617,,,Non disponible,0.002740000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,"sshd in OpenSSH 6.2 through 8.x before 8.8, when certain non-default configurations are used, allows privilege escalation because supplemental groups are not initialized as expected. Helper programs for AuthorizedKeysCommand and AuthorizedPrincipalsCommand may run with privileges associated with group memberships of the sshd process, if the configuration specifies running the command as a different user.",n/a,n/a,n/a
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-28531,,,Non disponible,0.001040000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,ssh-add in OpenSSH before 9.3 adds smartcard keys to ssh-agent without the intended per-hop destination constraints. The earliest affected version is 8.9.,n/a,n/a,n/a
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-38545,,,Non disponible,0.180140000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,"This flaw makes curl overflow a heap based buffer in the SOCKS5 proxy
handshake.

When curl is asked to pass along the host name to the SOCKS5 proxy to allow
that to resolve the address instead of it getting done by curl itself, the
maximum length that host name can be is 255 bytes.

If the host name is detected to be longer, curl switches to local name
resolving and instead passes on the resolved address only. Due to this bug,
the local variable that means ""let the host resolve the name"" could get the
wrong value during a slow SOCKS5 handshake, and contrary to the intention,
copy the too long host name to the target buffer instead of copying just the
resolved address there.

The target buffer being a heap based buffer, and the host name coming from the
URL that curl has been told to operate with.",curl,curl,8.4.0
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-38546,,,Non disponible,0.002110000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,"This flaw allows an attacker to insert cookies at will into a running program
using libcurl, if the specific series of conditions are met.

libcurl performs transfers. In its API, an application creates ""easy handles""
that are the individual handles for single transfers.

libcurl provides a function call that duplicates en easy handle called
[curl_easy_duphandle](https://curl.se/libcurl/c/curl_easy_duphandle.html).

If a transfer has cookies enabled when the handle is duplicated, the
cookie-enable state is also cloned - but without cloning the actual
cookies. If the source handle did not read any cookies from a specific file on
disk, the cloned version of the handle would instead store the file name as
`none` (using the four ASCII letters, no quotes).

Subsequent use of the cloned handle that does not explicitly set a source to
load cookies from would then inadvertently load cookies from a file named
`none` - if such a file exists and is readable in the current directory of the
program using libcurl. And if using the correct file format of course.",curl,curl,8.4.0
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-44487,,,Non disponible,0.944690000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,"The HTTP/2 protocol allows a denial of service (server resource consumption) because request cancellation can reset many streams quickly, as exploited in the wild in August through October 2023.",n/a,n/a,n/a
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-4527,6.5,Élevée,CWE-121,0.000900000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,"A flaw was found in glibc. When the getaddrinfo function is called with the AF_UNSPEC address family and the system is configured with no-aaaa mode via /etc/resolv.conf, a DNS response via TCP larger than 2048 bytes can potentially disclose stack contents through the function returned address data, and may cause a crash.",Red Hat,Red Hat Enterprise Linux 8; Red Hat Enterprise Linux 9; Red Hat Enterprise Linux 6; Red Hat Enterprise Linux 7,
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-46218,,,Non disponible,0.003370000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,"This flaw allows a malicious HTTP server to set ""super cookies"" in curl that
are then passed back to more origins than what is otherwise allowed or
possible. This allows a site to set cookies that then would get sent to
different and unrelated sites and domains.

It could do this by exploiting a mixed case flaw in curl's function that
verifies a given cookie domain against the Public Suffix List (PSL). For
example a cookie could be set with `domain=co.UK` when the URL used a lower
case hostname `curl.co.uk`, even though `co.uk` is listed as a PSL domain.",curl,curl,8.4.0
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-46219,,,Non disponible,0.001980000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,"When saving HSTS data to an excessively long file name, curl could end up
removing all contents, making subsequent requests using that file unaware of
the HSTS status they should otherwise use.",curl,curl,8.4.0
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-4806,5.9,Moyenne,CWE-416,0.009260000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,"A flaw was found in glibc. In an extremely rare situation, the getaddrinfo function may access memory that has been freed, resulting in an application crash. This issue is only exploitable when a NSS module implements only the _nss_*_gethostbyname2_r and _nss_*_getcanonname_r hooks without implementing the _nss_*_gethostbyname3_r hook. The resolved name should return a large number of IPv6 and IPv4, and the call to the getaddrinfo function should have the AF_INET6 address family with AI_CANONNAME, AI_ALL and AI_V4MAPPED as flags.",Red Hat,Red Hat Enterprise Linux 8; Red Hat Enterprise Linux 8.6 Extended Update Support; Red Hat Enterprise Linux 9; Red Hat Virtualization 4 for Red Hat Enterprise Linux 8; Red Hat Enterprise Linux 6; Red Hat Enterprise Linux 7,
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-48795,,,Non disponible,0.745910000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,"The SSH transport protocol with certain OpenSSH extensions, found in OpenSSH before 9.6 and other products, allows remote attackers to bypass integrity checks such that some packets are omitted (from the extension negotiation message), and a client and server may consequently end up with a connection for which some security features have been downgraded or disabled, aka a Terrapin attack. This occurs because the SSH Binary Packet Protocol (BPP), implemented by these extensions, mishandles the handshake phase and mishandles use of sequence numbers. For example, there is an effective attack against SSH's use of ChaCha20-Poly1305 (and CBC with Encrypt-then-MAC). The bypass occurs in chacha20-poly1305@openssh.com and (if CBC is used) the -etm@openssh.com MAC algorithms. This also affects Maverick Synergy Java SSH API before 3.1.0-SNAPSHOT, Dropbear through 2022.83, Ssh before 5.1.1 in Erlang/OTP, PuTTY before 0.80, AsyncSSH before 2.14.2, golang.org/x/crypto before 0.17.0, libssh before 0.10.6, libssh2 through 1.11.0, Thorn Tech SFTP Gateway before 3.4.6, Tera Term before 5.1, Paramiko before 3.4.0, jsch before 0.2.15, SFTPGo before 2.5.6, Netgate pfSense Plus through 23.09.1, Netgate pfSense CE through 2.7.2, HPN-SSH through 18.2.0, ProFTPD before 1.3.8b (and before 1.3.9rc2), ORYX CycloneSSH before 2.3.4, NetSarang XShell 7 before Build 0144, CrushFTP before 10.6.0, ConnectBot SSH library before 2.2.22, Apache MINA sshd through 2.11.0, sshj through 0.37.0, TinySSH through 20230101, trilead-ssh2 6401, LANCOM LCOS and LANconfig, FileZilla before 3.66.4, Nova before 11.8, PKIX-SSH before 14.4, SecureCRT before 9.4.3, Transmit5 before 5.10.4, Win32-OpenSSH before 9.5.0.0p1-Beta, WinSCP before 6.2.2, Bitvise SSH Server before 9.32, Bitvise SSH Client before 9.33, KiTTY through 0.76.1.13, the net-ssh gem 7.2.0 for Ruby, the mscdex ssh2 module before 1.15.0 for Node.js, the thrussh library before 0.35.1 for Rust, and the Russh crate before 0.40.2 for Rust.",n/a,n/a,n/a
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-4911,7.8,Élevée,CWE-122,0.709440000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,A buffer overflow was discovered in the GNU C Library's dynamic loader ld.so while processing the GLIBC_TUNABLES environment variable. This issue could allow a local attacker to use maliciously crafted GLIBC_TUNABLES environment variables when launching binaries with SUID permission to execute code with elevated privileges.,; Red Hat,; Red Hat Enterprise Linux 8; Red Hat Enterprise Linux 8.6 Extended Update Support; Red Hat Enterprise Linux 9; Red Hat Enterprise Linux 9.0 Extended Update Support; Red Hat Virtualization 4 for Red Hat Enterprise Linux 8; Red Hat Enterprise Linux 6; Red Hat Enterprise Linux 7,2.34
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-51384,,,Non disponible,0.000440000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,"In ssh-agent in OpenSSH before 9.6, certain destination constraints can be incompletely applied. When destination constraints are specified during addition of PKCS#11-hosted private keys, these constraints are only applied to the first key, even if a PKCS#11 token returns multiple keys.",n/a,n/a,n/a
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-51385,,,Non disponible,0.064380000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,"In ssh in OpenSSH before 9.6, OS command injection might occur if a user name or host name has shell metacharacters, and this name is referenced by an expansion token in certain situations. For example, an untrusted Git repository can have a submodule with shell metacharacters in a user name or host name.",n/a,n/a,n/a
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-52927,,,Non disponible,0.000330000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492,"In the Linux kernel, the following vulnerability has been resolved:

netfilter: allow exp not to be removed in nf_ct_find_expectation

Currently nf_conntrack_in() calling nf_ct_find_expectation() will
remove the exp from the hash table. However, in some scenario, we
expect the exp not to be removed when the created ct will not be
confirmed, like in OVS and TC conntrack in the following patches.

This patch allows exp not to be removed by setting IPS_CONFIRMED
in the status of the tmpl.",Linux,Linux,1da177e4c3f41524e886b7f1b8a0c1fc7321cac2
